fill	x	y	PANEL	group	xmin	xmax	ymin	ymax
#CACACA	3	81	2	-1	2.5	3.5	80.5	81.5
#B6B6B6	4	81	2	-1	3.5	4.5	80.5	81.5
#F9F9F9	5	81	2	-1	4.5	5.5	80.5	81.5
#F9F9F9	6	81	2	-1	5.5	6.5	80.5	81.5
#FFFFFF	7	81	2	-1	6.5	7.5	80.5	81.5
#FCFCFC	8	81	2	-1	7.5	8.5	80.5	81.5
#FCFCFC	9	81	2	-1	8.5	9.5	80.5	81.5
#FCFCFC	10	81	2	-1	9.5	10.5	80.5	81.5
#FCFCFC	11	81	2	-1	10.5	11.5	80.5	81.5
#FBFBFB	12	81	2	-1	11.5	12.5	80.5	81.5
#FCFCFC	13	81	2	-1	12.5	13.5	80.5	81.5
#FCFCFC	14	81	2	-1	13.5	14.5	80.5	81.5
#F5F5F5	15	81	2	-1	14.5	15.5	80.5	81.5
#F6F6F6	16	81	2	-1	15.5	16.5	80.5	81.5
#F5F5F5	17	81	2	-1	16.5	17.5	80.5	81.5
#F5F5F5	18	81	2	-1	17.5	18.5	80.5	81.5
#F5F5F5	19	81	2	-1	18.5	19.5	80.5	81.5
#F5F5F5	20	81	2	-1	19.5	20.5	80.5	81.5
#F5F5F5	21	81	2	-1	20.5	21.5	80.5	81.5
#F7F7F7	22	81	2	-1	21.5	22.5	80.5	81.5
#F7F7F7	23	81	2	-1	22.5	23.5	80.5	81.5
#F7F7F7	24	81	2	-1	23.5	24.5	80.5	81.5
#F7F7F7	25	81	2	-1	24.5	25.5	80.5	81.5
#000000	1	53	2	-1	0.5	1.5	52.5	53.5
#717171	2	53	2	-1	1.5	2.5	52.5	53.5
#A6A6A6	3	53	2	-1	2.5	3.5	52.5	53.5
#BCBCBC	4	53	2	-1	3.5	4.5	52.5	53.5
#FFFFFF	5	53	2	-1	4.5	5.5	52.5	53.5
#F9F9F9	6	53	2	-1	5.5	6.5	52.5	53.5
#F9F9F9	7	53	2	-1	6.5	7.5	52.5	53.5
#F3F3F3	8	53	2	-1	7.5	8.5	52.5	53.5
#F2F2F2	9	53	2	-1	8.5	9.5	52.5	53.5
#FCFCFC	10	53	2	-1	9.5	10.5	52.5	53.5
#FBFBFB	11	53	2	-1	10.5	11.5	52.5	53.5
#FBFBFB	12	53	2	-1	11.5	12.5	52.5	53.5
#FBFBFB	13	53	2	-1	12.5	13.5	52.5	53.5
#FAFAFA	14	53	2	-1	13.5	14.5	52.5	53.5
#FAFAFA	15	53	2	-1	14.5	15.5	52.5	53.5
#FBFBFB	16	53	2	-1	15.5	16.5	52.5	53.5
#FBFBFB	17	53	2	-1	16.5	17.5	52.5	53.5
#FBFBFB	18	53	2	-1	17.5	18.5	52.5	53.5
#FCFCFC	19	53	2	-1	18.5	19.5	52.5	53.5
#FCFCFC	20	53	2	-1	19.5	20.5	52.5	53.5
#FCFCFC	21	53	2	-1	20.5	21.5	52.5	53.5
#FEFEFE	22	53	2	-1	21.5	22.5	52.5	53.5
#FEFEFE	23	53	2	-1	22.5	23.5	52.5	53.5
#FEFEFE	24	53	2	-1	23.5	24.5	52.5	53.5
#FEFEFE	25	53	2	-1	24.5	25.5	52.5	53.5
#000000	1	96	2	-1	0.5	1.5	95.5	96.5
#323232	2	96	2	-1	1.5	2.5	95.5	96.5
#4B4B4B	3	96	2	-1	2.5	3.5	95.5	96.5
#646464	4	96	2	-1	3.5	4.5	95.5	96.5
#F2F2F2	5	96	2	-1	4.5	5.5	95.5	96.5
#ECECEC	6	96	2	-1	5.5	6.5	95.5	96.5
#EEEEEE	7	96	2	-1	6.5	7.5	95.5	96.5
#EFEFEF	8	96	2	-1	7.5	8.5	95.5	96.5
#EFEFEF	9	96	2	-1	8.5	9.5	95.5	96.5
#EFEFEF	10	96	2	-1	9.5	10.5	95.5	96.5
#EFEFEF	11	96	2	-1	10.5	11.5	95.5	96.5
#EEEEEE	12	96	2	-1	11.5	12.5	95.5	96.5
#EEEEEE	13	96	2	-1	12.5	13.5	95.5	96.5
#EFEFEF	14	96	2	-1	13.5	14.5	95.5	96.5
#F8F8F8	15	96	2	-1	14.5	15.5	95.5	96.5
#FBFBFB	16	96	2	-1	15.5	16.5	95.5	96.5
#FDFDFD	17	96	2	-1	16.5	17.5	95.5	96.5
#FEFEFE	18	96	2	-1	17.5	18.5	95.5	96.5
#FFFFFF	19	96	2	-1	18.5	19.5	95.5	96.5
#FDFDFD	20	96	2	-1	19.5	20.5	95.5	96.5
#FDFDFD	21	96	2	-1	20.5	21.5	95.5	96.5
#FDFDFD	22	96	2	-1	21.5	22.5	95.5	96.5
#FDFDFD	23	96	2	-1	22.5	23.5	95.5	96.5
#FDFDFD	24	96	2	-1	23.5	24.5	95.5	96.5
#FDFDFD	25	96	2	-1	24.5	25.5	95.5	96.5
#000000	1	1	2	-1	0.5	1.5	0.5	1.5
#FFFFFF	2	1	2	-1	1.5	2.5	0.5	1.5
#8A8A8A	3	1	2	-1	2.5	3.5	0.5	1.5
#BEBEBE	4	1	2	-1	3.5	4.5	0.5	1.5
#ECECEC	5	1	2	-1	4.5	5.5	0.5	1.5
#E9E9E9	6	1	2	-1	5.5	6.5	0.5	1.5
#E9E9E9	7	1	2	-1	6.5	7.5	0.5	1.5
#E9E9E9	8	1	2	-1	7.5	8.5	0.5	1.5
#E9E9E9	9	1	2	-1	8.5	9.5	0.5	1.5
#EAEAEA	10	1	2	-1	9.5	10.5	0.5	1.5
#E8E8E8	11	1	2	-1	10.5	11.5	0.5	1.5
#E1E1E1	12	1	2	-1	11.5	12.5	0.5	1.5
#E1E1E1	13	1	2	-1	12.5	13.5	0.5	1.5
#E0E0E0	14	1	2	-1	13.5	14.5	0.5	1.5
#DFDFDF	15	1	2	-1	14.5	15.5	0.5	1.5
#DFDFDF	16	1	2	-1	15.5	16.5	0.5	1.5
#DEDEDE	17	1	2	-1	16.5	17.5	0.5	1.5
#DEDEDE	18	1	2	-1	17.5	18.5	0.5	1.5
#DEDEDE	19	1	2	-1	18.5	19.5	0.5	1.5
#D9D9D9	20	1	2	-1	19.5	20.5	0.5	1.5
#D9D9D9	21	1	2	-1	20.5	21.5	0.5	1.5
#D9D9D9	22	1	2	-1	21.5	22.5	0.5	1.5
#D9D9D9	23	1	2	-1	22.5	23.5	0.5	1.5
#DADADA	24	1	2	-1	23.5	24.5	0.5	1.5
#DADADA	25	1	2	-1	24.5	25.5	0.5	1.5
#000000	1	16	2	-1	0.5	1.5	15.5	16.5
#9C9C9C	2	16	2	-1	1.5	2.5	15.5	16.5
#FFFFFF	3	16	2	-1	2.5	3.5	15.5	16.5
#DDDDDD	4	16	2	-1	3.5	4.5	15.5	16.5
#F1F1F1	5	16	2	-1	4.5	5.5	15.5	16.5
#ECECEC	6	16	2	-1	5.5	6.5	15.5	16.5
#ECECEC	7	16	2	-1	6.5	7.5	15.5	16.5
#EDEDED	8	16	2	-1	7.5	8.5	15.5	16.5
#E7E7E7	9	16	2	-1	8.5	9.5	15.5	16.5
#E9E9E9	10	16	2	-1	9.5	10.5	15.5	16.5
#E8E8E8	11	16	2	-1	10.5	11.5	15.5	16.5
#E2E2E2	12	16	2	-1	11.5	12.5	15.5	16.5
#E1E1E1	13	16	2	-1	12.5	13.5	15.5	16.5
#E2E2E2	14	16	2	-1	13.5	14.5	15.5	16.5
#E2E2E2	15	16	2	-1	14.5	15.5	15.5	16.5
#E0E0E0	16	16	2	-1	15.5	16.5	15.5	16.5
#E0E0E0	17	16	2	-1	16.5	17.5	15.5	16.5
#DDDDDD	18	16	2	-1	17.5	18.5	15.5	16.5
#DDDDDD	19	16	2	-1	18.5	19.5	15.5	16.5
#DDDDDD	20	16	2	-1	19.5	20.5	15.5	16.5
#DDDDDD	21	16	2	-1	20.5	21.5	15.5	16.5
#DDDDDD	22	16	2	-1	21.5	22.5	15.5	16.5
#DDDDDD	23	16	2	-1	22.5	23.5	15.5	16.5
#DDDDDD	24	16	2	-1	23.5	24.5	15.5	16.5
#DDDDDD	25	16	2	-1	24.5	25.5	15.5	16.5
#000000	1	54	2	-1	0.5	1.5	53.5	54.5
#6F6F6F	2	54	2	-1	1.5	2.5	53.5	54.5
#AAAAAA	3	54	2	-1	2.5	3.5	53.5	54.5
#E1E1E1	4	54	2	-1	3.5	4.5	53.5	54.5
#FFFFFF	5	54	2	-1	4.5	5.5	53.5	54.5
#FEFEFE	6	54	2	-1	5.5	6.5	53.5	54.5
#FCFCFC	7	54	2	-1	6.5	7.5	53.5	54.5
#FAFAFA	8	54	2	-1	7.5	8.5	53.5	54.5
#FEFEFE	9	54	2	-1	8.5	9.5	53.5	54.5
#F2F2F2	10	54	2	-1	9.5	10.5	53.5	54.5
#F1F1F1	11	54	2	-1	10.5	11.5	53.5	54.5
#F1F1F1	12	54	2	-1	11.5	12.5	53.5	54.5
#F1F1F1	13	54	2	-1	12.5	13.5	53.5	54.5
#ECECEC	14	54	2	-1	13.5	14.5	53.5	54.5
#ECECEC	15	54	2	-1	14.5	15.5	53.5	54.5
#ECECEC	16	54	2	-1	15.5	16.5	53.5	54.5
#EDEDED	17	54	2	-1	16.5	17.5	53.5	54.5
#EDEDED	18	54	2	-1	17.5	18.5	53.5	54.5
#EDEDED	19	54	2	-1	18.5	19.5	53.5	54.5
#EDEDED	20	54	2	-1	19.5	20.5	53.5	54.5
#EDEDED	21	54	2	-1	20.5	21.5	53.5	54.5
#ECECEC	22	54	2	-1	21.5	22.5	53.5	54.5
#EDEDED	23	54	2	-1	22.5	23.5	53.5	54.5
#ECECEC	24	54	2	-1	23.5	24.5	53.5	54.5
#ECECEC	25	54	2	-1	24.5	25.5	53.5	54.5
#000000	1	75	2	-1	0.5	1.5	74.5	75.5
#272727	2	75	2	-1	1.5	2.5	74.5	75.5
#686868	3	75	2	-1	2.5	3.5	74.5	75.5
#9A9A9A	4	75	2	-1	3.5	4.5	74.5	75.5
#FBFBFB	5	75	2	-1	4.5	5.5	74.5	75.5
#FFFFFF	6	75	2	-1	5.5	6.5	74.5	75.5
#ECECEC	7	75	2	-1	6.5	7.5	74.5	75.5
#ECECEC	8	75	2	-1	7.5	8.5	74.5	75.5
#EBEBEB	9	75	2	-1	8.5	9.5	74.5	75.5
#EAEAEA	10	75	2	-1	9.5	10.5	74.5	75.5
#EAEAEA	11	75	2	-1	10.5	11.5	74.5	75.5
#E8E8E8	12	75	2	-1	11.5	12.5	74.5	75.5
#E9E9E9	13	75	2	-1	12.5	13.5	74.5	75.5
#E5E5E5	14	75	2	-1	13.5	14.5	74.5	75.5
#E5E5E5	15	75	2	-1	14.5	15.5	74.5	75.5
#E6E6E6	16	75	2	-1	15.5	16.5	74.5	75.5
#E6E6E6	17	75	2	-1	16.5	17.5	74.5	75.5
#E7E7E7	18	75	2	-1	17.5	18.5	74.5	75.5
#E9E9E9	19	75	2	-1	18.5	19.5	74.5	75.5
#E9E9E9	20	75	2	-1	19.5	20.5	74.5	75.5
#EAEAEA	21	75	2	-1	20.5	21.5	74.5	75.5
#EAEAEA	22	75	2	-1	21.5	22.5	74.5	75.5
#EAEAEA	23	75	2	-1	22.5	23.5	74.5	75.5
#EAEAEA	24	75	2	-1	23.5	24.5	74.5	75.5
#EAEAEA	25	75	2	-1	24.5	25.5	74.5	75.5
#000000	1	93	2	-1	0.5	1.5	92.5	93.5
#5E5E5E	2	93	2	-1	1.5	2.5	92.5	93.5
#9F9F9F	3	93	2	-1	2.5	3.5	92.5	93.5
#B7B7B7	4	93	2	-1	3.5	4.5	92.5	93.5
#FEFEFE	5	93	2	-1	4.5	5.5	92.5	93.5
#FDFDFD	6	93	2	-1	5.5	6.5	92.5	93.5
#FFFFFF	7	93	2	-1	6.5	7.5	92.5	93.5
#FCFCFC	8	93	2	-1	7.5	8.5	92.5	93.5
#FDFDFD	9	93	2	-1	8.5	9.5	92.5	93.5
#FCFCFC	10	93	2	-1	9.5	10.5	92.5	93.5
#FBFBFB	11	93	2	-1	10.5	11.5	92.5	93.5
#F8F8F8	12	93	2	-1	11.5	12.5	92.5	93.5
#F8F8F8	13	93	2	-1	12.5	13.5	92.5	93.5
#F8F8F8	14	93	2	-1	13.5	14.5	92.5	93.5
#F9F9F9	15	93	2	-1	14.5	15.5	92.5	93.5
#FFFFFF	16	93	2	-1	15.5	16.5	92.5	93.5
#FFFFFF	17	93	2	-1	16.5	17.5	92.5	93.5
#F9F9F9	18	93	2	-1	17.5	18.5	92.5	93.5
#F8F8F8	19	93	2	-1	18.5	19.5	92.5	93.5
#F8F8F8	20	93	2	-1	19.5	20.5	92.5	93.5
#F8F8F8	21	93	2	-1	20.5	21.5	92.5	93.5
#F8F8F8	22	93	2	-1	21.5	22.5	92.5	93.5
#F8F8F8	23	93	2	-1	22.5	23.5	92.5	93.5
#F8F8F8	24	93	2	-1	23.5	24.5	92.5	93.5
#F8F8F8	25	93	2	-1	24.5	25.5	92.5	93.5
#000000	1	55	2	-1	0.5	1.5	54.5	55.5
#292929	2	55	2	-1	1.5	2.5	54.5	55.5
#686868	3	55	2	-1	2.5	3.5	54.5	55.5
#606060	4	55	2	-1	3.5	4.5	54.5	55.5
#FFFFFF	5	55	2	-1	4.5	5.5	54.5	55.5
#F5F5F5	6	55	2	-1	5.5	6.5	54.5	55.5
#F0F0F0	7	55	2	-1	6.5	7.5	54.5	55.5
#F2F2F2	8	55	2	-1	7.5	8.5	54.5	55.5
#ECECEC	9	55	2	-1	8.5	9.5	54.5	55.5
#EDEDED	10	55	2	-1	9.5	10.5	54.5	55.5
#E2E2E2	11	55	2	-1	10.5	11.5	54.5	55.5
#E2E2E2	12	55	2	-1	11.5	12.5	54.5	55.5
#E2E2E2	13	55	2	-1	12.5	13.5	54.5	55.5
#E1E1E1	14	55	2	-1	13.5	14.5	54.5	55.5
#E7E7E7	15	55	2	-1	14.5	15.5	54.5	55.5
#E9E9E9	16	55	2	-1	15.5	16.5	54.5	55.5
#E8E8E8	17	55	2	-1	16.5	17.5	54.5	55.5
#E8E8E8	18	55	2	-1	17.5	18.5	54.5	55.5
#E9E9E9	19	55	2	-1	18.5	19.5	54.5	55.5
#E8E8E8	20	55	2	-1	19.5	20.5	54.5	55.5
#E8E8E8	21	55	2	-1	20.5	21.5	54.5	55.5
#E8E8E8	22	55	2	-1	21.5	22.5	54.5	55.5
#E8E8E8	23	55	2	-1	22.5	23.5	54.5	55.5
#E8E8E8	24	55	2	-1	23.5	24.5	54.5	55.5
#E8E8E8	25	55	2	-1	24.5	25.5	54.5	55.5
#000000	1	56	2	-1	0.5	1.5	55.5	56.5
#7C7C7C	2	56	2	-1	1.5	2.5	55.5	56.5
#BEBEBE	3	56	2	-1	2.5	3.5	55.5	56.5
#C3C3C3	4	56	2	-1	3.5	4.5	55.5	56.5
#FFFFFF	5	56	2	-1	4.5	5.5	55.5	56.5
#FDFDFD	6	56	2	-1	5.5	6.5	55.5	56.5
#FBFBFB	7	56	2	-1	6.5	7.5	55.5	56.5
#FBFBFB	8	56	2	-1	7.5	8.5	55.5	56.5
#F6F6F6	9	56	2	-1	8.5	9.5	55.5	56.5
#F6F6F6	10	56	2	-1	9.5	10.5	55.5	56.5
#F6F6F6	11	56	2	-1	10.5	11.5	55.5	56.5
#F5F5F5	12	56	2	-1	11.5	12.5	55.5	56.5
#F5F5F5	13	56	2	-1	12.5	13.5	55.5	56.5
#F5F5F5	14	56	2	-1	13.5	14.5	55.5	56.5
#F5F5F5	15	56	2	-1	14.5	15.5	55.5	56.5
#F5F5F5	16	56	2	-1	15.5	16.5	55.5	56.5
#F3F3F3	17	56	2	-1	16.5	17.5	55.5	56.5
#F8F8F8	18	56	2	-1	17.5	18.5	55.5	56.5
#F8F8F8	19	56	2	-1	18.5	19.5	55.5	56.5
#F8F8F8	20	56	2	-1	19.5	20.5	55.5	56.5
#F8F8F8	21	56	2	-1	20.5	21.5	55.5	56.5
#F8F8F8	22	56	2	-1	21.5	22.5	55.5	56.5
#F8F8F8	23	56	2	-1	22.5	23.5	55.5	56.5
#F8F8F8	24	56	2	-1	23.5	24.5	55.5	56.5
#F8F8F8	25	56	2	-1	24.5	25.5	55.5	56.5
#000000	1	57	2	-1	0.5	1.5	56.5	57.5
#222323	2	57	2	-1	1.5	2.5	56.5	57.5
#3E3E3E	3	57	2	-1	2.5	3.5	56.5	57.5
#626262	4	57	2	-1	3.5	4.5	56.5	57.5
#FFFFFF	5	57	2	-1	4.5	5.5	56.5	57.5
#EBEBEB	6	57	2	-1	5.5	6.5	56.5	57.5
#D5D5D5	7	57	2	-1	6.5	7.5	56.5	57.5
#D5D5D5	8	57	2	-1	7.5	8.5	56.5	57.5
#D6D6D6	9	57	2	-1	8.5	9.5	56.5	57.5
#D1D1D1	10	57	2	-1	9.5	10.5	56.5	57.5
#D5D5D5	11	57	2	-1	10.5	11.5	56.5	57.5
#D5D5D5	12	57	2	-1	11.5	12.5	56.5	57.5
#D4D4D4	13	57	2	-1	12.5	13.5	56.5	57.5
#D5D5D5	14	57	2	-1	13.5	14.5	56.5	57.5
#D5D5D5	15	57	2	-1	14.5	15.5	56.5	57.5
#D3D3D3	16	57	2	-1	15.5	16.5	56.5	57.5
#D2D2D2	17	57	2	-1	16.5	17.5	56.5	57.5
#D4D4D4	18	57	2	-1	17.5	18.5	56.5	57.5
#D3D3D3	19	57	2	-1	18.5	19.5	56.5	57.5
#D3D3D3	20	57	2	-1	19.5	20.5	56.5	57.5
#D3D3D3	21	57	2	-1	20.5	21.5	56.5	57.5
#D3D3D3	22	57	2	-1	21.5	22.5	56.5	57.5
#D2D2D2	23	57	2	-1	22.5	23.5	56.5	57.5
#D2D2D2	24	57	2	-1	23.5	24.5	56.5	57.5
#D2D2D2	25	57	2	-1	24.5	25.5	56.5	57.5
#000000	1	58	2	-1	0.5	1.5	57.5	58.5
#A5A5A5	2	58	2	-1	1.5	2.5	57.5	58.5
#F2F2F2	3	58	2	-1	2.5	3.5	57.5	58.5
#D4D4D4	4	58	2	-1	3.5	4.5	57.5	58.5
#FFFFFF	5	58	2	-1	4.5	5.5	57.5	58.5
#F2F2F2	6	58	2	-1	5.5	6.5	57.5	58.5
#F1F1F1	7	58	2	-1	6.5	7.5	57.5	58.5
#EDEDED	8	58	2	-1	7.5	8.5	57.5	58.5
#EDEDED	9	58	2	-1	8.5	9.5	57.5	58.5
#EDEDED	10	58	2	-1	9.5	10.5	57.5	58.5
#EEEEEE	11	58	2	-1	10.5	11.5	57.5	58.5
#F6F6F6	12	58	2	-1	11.5	12.5	57.5	58.5
#F6F6F6	13	58	2	-1	12.5	13.5	57.5	58.5
#F6F6F6	14	58	2	-1	13.5	14.5	57.5	58.5
#F6F6F6	15	58	2	-1	14.5	15.5	57.5	58.5
#F6F6F6	16	58	2	-1	15.5	16.5	57.5	58.5
#F7F7F7	17	58	2	-1	16.5	17.5	57.5	58.5
#F7F7F7	18	58	2	-1	17.5	18.5	57.5	58.5
#F7F7F7	19	58	2	-1	18.5	19.5	57.5	58.5
#F7F7F7	20	58	2	-1	19.5	20.5	57.5	58.5
#F7F7F7	21	58	2	-1	20.5	21.5	57.5	58.5
#F7F7F7	22	58	2	-1	21.5	22.5	57.5	58.5
#F7F7F7	23	58	2	-1	22.5	23.5	57.5	58.5
#F7F7F7	24	58	2	-1	23.5	24.5	57.5	58.5
#F7F7F7	25	58	2	-1	24.5	25.5	57.5	58.5
#000000	1	17	2	-1	0.5	1.5	16.5	17.5
#A5A5A5	2	17	2	-1	1.5	2.5	16.5	17.5
#FFFFFF	3	17	2	-1	2.5	3.5	16.5	17.5
#3E3E3E	4	17	2	-1	3.5	4.5	16.5	17.5
#2C2C2C	5	17	2	-1	4.5	5.5	16.5	17.5
#353535	6	17	2	-1	5.5	6.5	16.5	17.5
#1E1E1E	7	17	2	-1	6.5	7.5	16.5	17.5
#141414	8	17	2	-1	7.5	8.5	16.5	17.5
#121212	9	17	2	-1	8.5	9.5	16.5	17.5
#343434	10	17	2	-1	9.5	10.5	16.5	17.5
#343434	11	17	2	-1	10.5	11.5	16.5	17.5
#343434	12	17	2	-1	11.5	12.5	16.5	17.5
#333333	13	17	2	-1	12.5	13.5	16.5	17.5
#282828	14	17	2	-1	13.5	14.5	16.5	17.5
#282828	15	17	2	-1	14.5	15.5	16.5	17.5
#282828	16	17	2	-1	15.5	16.5	16.5	17.5
#282828	17	17	2	-1	16.5	17.5	16.5	17.5
#272727	18	17	2	-1	17.5	18.5	16.5	17.5
#272727	19	17	2	-1	18.5	19.5	16.5	17.5
#272727	20	17	2	-1	19.5	20.5	16.5	17.5
#262626	21	17	2	-1	20.5	21.5	16.5	17.5
#262626	22	17	2	-1	21.5	22.5	16.5	17.5
#262626	23	17	2	-1	22.5	23.5	16.5	17.5
#282828	24	17	2	-1	23.5	24.5	16.5	17.5
#282828	25	17	2	-1	24.5	25.5	16.5	17.5
#000000	1	82	2	-1	0.5	1.5	81.5	82.5
#696969	2	82	2	-1	1.5	2.5	81.5	82.5
#9B9B9B	3	82	2	-1	2.5	3.5	81.5	82.5
#A8A8A8	4	82	2	-1	3.5	4.5	81.5	82.5
#FEFEFE	5	82	2	-1	4.5	5.5	81.5	82.5
#FEFEFE	6	82	2	-1	5.5	6.5	81.5	82.5
#FFFFFF	7	82	2	-1	6.5	7.5	81.5	82.5
#FFFFFF	8	82	2	-1	7.5	8.5	81.5	82.5
#FFFFFF	9	82	2	-1	8.5	9.5	81.5	82.5
#FAFAFA	10	82	2	-1	9.5	10.5	81.5	82.5
#FAFAFA	11	82	2	-1	10.5	11.5	81.5	82.5
#F4F4F4	12	82	2	-1	11.5	12.5	81.5	82.5
#F3F3F3	13	82	2	-1	12.5	13.5	81.5	82.5
#F2F2F2	14	82	2	-1	13.5	14.5	81.5	82.5
#F2F2F2	15	82	2	-1	14.5	15.5	81.5	82.5
#F2F2F2	16	82	2	-1	15.5	16.5	81.5	82.5
#F2F2F2	17	82	2	-1	16.5	17.5	81.5	82.5
#F1F1F1	18	82	2	-1	17.5	18.5	81.5	82.5
#EFEFEF	19	82	2	-1	18.5	19.5	81.5	82.5
#EFEFEF	20	82	2	-1	19.5	20.5	81.5	82.5
#F0F0F0	21	82	2	-1	20.5	21.5	81.5	82.5
#F0F0F0	22	82	2	-1	21.5	22.5	81.5	82.5
#F0F0F0	23	82	2	-1	22.5	23.5	81.5	82.5
#F0F0F0	24	82	2	-1	23.5	24.5	81.5	82.5
#F1F1F1	25	82	2	-1	24.5	25.5	81.5	82.5
#000000	1	59	2	-1	0.5	1.5	58.5	59.5
#A6A6A6	2	59	2	-1	1.5	2.5	58.5	59.5
#E7E7E7	3	59	2	-1	2.5	3.5	58.5	59.5
#E2E2E2	4	59	2	-1	3.5	4.5	58.5	59.5
#FFFFFF	5	59	2	-1	4.5	5.5	58.5	59.5
#F9F9F9	6	59	2	-1	5.5	6.5	58.5	59.5
#F9F9F9	7	59	2	-1	6.5	7.5	58.5	59.5
#F2F2F2	8	59	2	-1	7.5	8.5	58.5	59.5
#F3F3F3	9	59	2	-1	8.5	9.5	58.5	59.5
#F2F2F2	10	59	2	-1	9.5	10.5	58.5	59.5
#EEEEEE	11	59	2	-1	10.5	11.5	58.5	59.5
#F0F0F0	12	59	2	-1	11.5	12.5	58.5	59.5
#F0F0F0	13	59	2	-1	12.5	13.5	58.5	59.5
#ECECEC	14	59	2	-1	13.5	14.5	58.5	59.5
#ECECEC	15	59	2	-1	14.5	15.5	58.5	59.5
#ECECEC	16	59	2	-1	15.5	16.5	58.5	59.5
#ECECEC	17	59	2	-1	16.5	17.5	58.5	59.5
#F2F2F2	18	59	2	-1	17.5	18.5	58.5	59.5
#F2F2F2	19	59	2	-1	18.5	19.5	58.5	59.5
#F2F2F2	20	59	2	-1	19.5	20.5	58.5	59.5
#F2F2F2	21	59	2	-1	20.5	21.5	58.5	59.5
#F2F2F2	22	59	2	-1	21.5	22.5	58.5	59.5
#F2F2F2	23	59	2	-1	22.5	23.5	58.5	59.5
#F2F2F2	24	59	2	-1	23.5	24.5	58.5	59.5
#F2F2F2	25	59	2	-1	24.5	25.5	58.5	59.5
#000000	1	90	2	-1	0.5	1.5	89.5	90.5
#545454	2	90	2	-1	1.5	2.5	89.5	90.5
#9F9F9F	3	90	2	-1	2.5	3.5	89.5	90.5
#9D9D9D	4	90	2	-1	3.5	4.5	89.5	90.5
#EAEAEA	5	90	2	-1	4.5	5.5	89.5	90.5
#EAEAEA	6	90	2	-1	5.5	6.5	89.5	90.5
#EBEBEB	7	90	2	-1	6.5	7.5	89.5	90.5
#EAEAEA	8	90	2	-1	7.5	8.5	89.5	90.5
#E8E8E8	9	90	2	-1	8.5	9.5	89.5	90.5
#E8E8E8	10	90	2	-1	9.5	10.5	89.5	90.5
#FEFEFE	11	90	2	-1	10.5	11.5	89.5	90.5
#FFFFFF	12	90	2	-1	11.5	12.5	89.5	90.5
#FEFEFE	13	90	2	-1	12.5	13.5	89.5	90.5
#FDFDFD	14	90	2	-1	13.5	14.5	89.5	90.5
#FBFBFB	15	90	2	-1	14.5	15.5	89.5	90.5
#FCFCFC	16	90	2	-1	15.5	16.5	89.5	90.5
#FCFCFC	17	90	2	-1	16.5	17.5	89.5	90.5
#FCFCFC	18	90	2	-1	17.5	18.5	89.5	90.5
#FCFCFC	19	90	2	-1	18.5	19.5	89.5	90.5
#FCFCFC	20	90	2	-1	19.5	20.5	89.5	90.5
#FAFAFA	21	90	2	-1	20.5	21.5	89.5	90.5
#FAFAFA	22	90	2	-1	21.5	22.5	89.5	90.5
#FAFAFA	23	90	2	-1	22.5	23.5	89.5	90.5
#FAFAFA	24	90	2	-1	23.5	24.5	89.5	90.5
#FAFAFA	25	90	2	-1	24.5	25.5	89.5	90.5
#000000	1	18	2	-1	0.5	1.5	17.5	18.5
#C3C3C3	2	18	2	-1	1.5	2.5	17.5	18.5
#FFFFFF	3	18	2	-1	2.5	3.5	17.5	18.5
#393939	4	18	2	-1	3.5	4.5	17.5	18.5
#959595	5	18	2	-1	4.5	5.5	17.5	18.5
#838383	6	18	2	-1	5.5	6.5	17.5	18.5
#C6C6C6	7	18	2	-1	6.5	7.5	17.5	18.5
#C4C4C4	8	18	2	-1	7.5	8.5	17.5	18.5
#EDEDED	9	18	2	-1	8.5	9.5	17.5	18.5
#EFEFEF	10	18	2	-1	9.5	10.5	17.5	18.5
#F4F4F4	11	18	2	-1	10.5	11.5	17.5	18.5
#F3F3F3	12	18	2	-1	11.5	12.5	17.5	18.5
#F2F2F2	13	18	2	-1	12.5	13.5	17.5	18.5
#F1F1F1	14	18	2	-1	13.5	14.5	17.5	18.5
#F1F1F1	15	18	2	-1	14.5	15.5	17.5	18.5
#EEEEEE	16	18	2	-1	15.5	16.5	17.5	18.5
#EEEEEE	17	18	2	-1	16.5	17.5	17.5	18.5
#EEEEEE	18	18	2	-1	17.5	18.5	17.5	18.5
#F3F3F3	19	18	2	-1	18.5	19.5	17.5	18.5
#F3F3F3	20	18	2	-1	19.5	20.5	17.5	18.5
#F3F3F3	21	18	2	-1	20.5	21.5	17.5	18.5
#F3F3F3	22	18	2	-1	21.5	22.5	17.5	18.5
#F2F2F2	23	18	2	-1	22.5	23.5	17.5	18.5
#F2F2F2	24	18	2	-1	23.5	24.5	17.5	18.5
#F2F2F2	25	18	2	-1	24.5	25.5	17.5	18.5
#000000	1	2	2	-1	0.5	1.5	1.5	2.5
#FFFFFF	2	2	2	-1	1.5	2.5	1.5	2.5
#E0E0E0	3	2	2	-1	2.5	3.5	1.5	2.5
#EAEAEA	4	2	2	-1	3.5	4.5	1.5	2.5
#F7F7F7	5	2	2	-1	4.5	5.5	1.5	2.5
#F3F3F3	6	2	2	-1	5.5	6.5	1.5	2.5
#E6E6E6	7	2	2	-1	6.5	7.5	1.5	2.5
